1,-84,9,1023.2,23.66,18.4,45.69,11.3,0.0,-0.0,23.1,23.1,3.56956791878,-270
1,-85,9,1023.2,23.64,18.42,45.66,11.2,0.0,-0.0,23.1,23.1,3.61898207664,-270
1,-84,9,1023.2,23.66,18.43,45.64,11.2,0.0,-0.0,23.1,23.1,3.67194986343,-270
1,-80,9,1023.2,23.7,18.84,45.56,11.2,0.0,-0.0,23.1,23.1,3.7265598774,-270
1,-82,9,1023.2,23.71,18.86,45.54,11.2,0.0,-0.0,23.1,23.1,4.45409584045,-270
1,-80,9,1023.2,23.71,18.88,45.52,11.2,0.0,-0.0,23.1,23.1,5.37445402145,-270
1,-82,9,1023.2,23.71,18.9,45.48,11.2,0.0,-0.0,23.1,23.1,6.2632598877,-270
1,-82,8,1023.2,23.71,18.92,45.46,11.2,0.0,-0.0,23.1,23.1,7.20068883896,-270
1,-80,9,1023.1,23.71,18.94,45.46,11.2,0.0,-0.0,23.1,23.1,8.09433197975,-267
1,-82,9,1023.2,23.71,18.95,45.44,11.2,0.0,-0.0,23.1,23.1,8.99589705467,-270
1,-82,9,1023.2,23.71,18.97,45.41,11.2,0.0,-0.0,23.1,23.1,9.88029289246,-270
1,-80,9,1023.2,23.72,18.99,45.39,11.2,0.0,-0.0,23.1,23.1,10.816316843,-270
1,-82,9,1023.2,23.72,19.0,45.36,11.2,0.0,-0.0,23.1,23.1,11.698497057,-270
1,-84,9,1023.2,23.72,19.03,45.36,11.2,0.0,-0.0,23.1,23.1,12.5956070423,-270
1,-82,9,1023.2,23.72,19.05,45.34,11.2,0.0,-0.0,23.1,23.1,13.5350589752,-270
1,-82,9,1023.2,23.72,19.06,45.26,11.2,0.0,-0.0,23.1,23.1,14.4062449932,-270
1,-82,9,1023.2,23.74,19.07,45.26,11.2,0.0,-0.0,23.1,23.1,15.3483600616,-270
1,-82,9,1023.1,23.72,19.09,45.26,11.2,0.0,-0.0,23.1,23.1,16.2461099625,-267
1,-80,9,1023.2,23.74,19.11,45.26,11.2,0.0,-0.0,23.1,23.1,17.1430079937,-270
1,-82,9,1023.1,23.74,19.12,45.26,11.2,0.0,-0.0,23.1,23.1,18.0362820625,-267
1,-82,9,1023.2,23.75,19.13,45.26,11.2,0.0,-0.0,23.1,23.1,18.9389090538,-270
1,-80,9,1023.2,23.75,19.15,45.26,11.2,0.0,-0.0,23.1,23.1,19.82999897,-270
1,-82,9,1023.1,23.75,19.16,45.19,11.2,0.0,-0.0,23.1,23.1,20.7484278679,-267
1,-82,9,1023.1,23.75,19.18,45.17,11.2,0.0,-0.0,23.1,23.1,21.639291048,-267
1,-82,9,1023.1,23.76,19.2,45.12,11.2,0.0,-0.0,23.1,23.1,22.5854299068,-267
1,-79,9,1023.1,23.78,19.21,45.06,11.2,0.0,-0.0,23.1,23.1,23.4810550213,-267
1,-84,9,1023.1,23.79,19.23,45.66,11.4,0.0,-0.0,23.1,23.1,24.3601000309,-267
1,-80,9,1023.1,23.82,19.26,46.11,11.5,0.0,-0.0,23.1,23.1,25.2982180119,-267
1,-82,9,1023.1,23.83,19.28,46.43,11.6,0.0,-0.0,23.1,23.1,26.1883130074,-267
1,-82,8,1023.1,23.87,19.3,48.99,12.5,0.0,-0.0,23.1,23.1,27.0810689926,-267
1,-82,8,1023.1,24.06,19.32,56.15,14.8,0.0,-0.0,23.1,23.1,27.9735379219,-267
1,-82,9,1023.1,24.14,19.33,55.72,14.7,0.0,-0.0,23.1,23.1,28.8747720718,-267
1,-80,9,1023.1,24.32,19.35,57.92,15.5,0.0,-0.0,23.1,23.1,29.8178110123,-267
1,-82,9,1023.1,24.58,19.37,58.53,15.9,0.0,-0.0,23.1,23.1,30.70499897,-267
1,-80,9,1023.1,24.79,19.38,61.59,16.9,0.0,-0.0,23.1,23.1,31.6082680225,-267
1,-84,9,1023.1,25.02,19.39,64.01,17.7,0.0,-0.0,23.1,23.1,32.5081210136,-267
1,-80,9,1023.1,25.19,19.41,60.21,16.9,0.0,-0.0,23.1,23.1,33.4135508537,-267
1,-84,9,1023.1,25.31,19.43,60.46,17.1,0.0,-0.0,23.1,23.1,34.3121390343,-267
1,-84,9,1023.1,25.46,19.44,60.64,17.3,0.0,-0.0,23.1,23.1,35.2092750072,-267
1,-82,9,1023.1,25.61,19.46,62.95,18.0,0.0,-0.0,23.1,23.1,36.1456389427,-267
1,-82,9,1023.1,25.71,19.47,61.47,17.7,0.0,-0.0,23.1,23.1,37.0428509712,-267
1,-84,9,1023.1,25.81,19.5,61.99,18.0,0.0,-0.0,23.1,23.1,37.9499299526,-267
1,-82,9,1023.1,25.88,19.51,61.37,17.9,0.0,-0.0,23.1,23.1,38.8534460068,-267
1,-79,9,1023.1,25.95,19.52,55.85,16.5,0.0,-0.0,23.1,23.1,39.7591869831,-267
1,-82,9,1023.2,26.03,19.55,54.6,16.2,0.0,-0.0,23.1,23.1,40.6639690399,-270
1,-80,9,1023.1,25.93,19.57,51.1,15.0,0.0,-0.0,23.1,23.1,41.5635368824,-267
1,-80,9,1023.1,25.9,19.59,49.31,14.5,0.0,-0.0,23.1,23.1,42.466178894,-267
1,-82,9,1023.1,25.86,19.61,48.02,14.0,0.0,-0.0,23.1,23.1,43.3713560104,-267
1,-80,9,1023.1,25.81,19.63,46.92,13.6,0.0,-0.0,23.1,23.1,44.2767879963,-267
1,-84,9,1023.1,25.77,19.65,46.23,13.3,0.0,-0.0,23.1,23.1,45.1872110367,-267
1,-82,9,1023.2,25.73,19.67,45.64,13.1,0.0,-0.0,23.1,23.1,46.0817689896,-270
1,-82,8,1023.1,25.69,19.68,46.53,13.4,0.0,-0.0,23.1,23.1,46.9843468666,-267
1,-84,9,1023.2,25.69,19.7,47.37,13.7,0.0,-0.0,23.1,23.1,47.8849978447,-270
1,-80,9,1023.1,25.78,19.73,55.27,16.1,0.0,-0.0,23.1,23.1,48.784318924,-267
1,-84,9,1023.1,26.08,19.78,54.62,16.2,0.0,-0.0,23.1,23.1,49.6846020222,-267
1,-82,9,1023.1,26.05,19.8,51.7,15.3,0.0,-0.0,23.1,23.1,50.5877258778,-267
1,-84,9,1023.1,26.03,19.81,53.85,16.0,0.0,-0.0,23.1,23.1,51.496284008,-267
1,-82,9,1023.1,26.14,19.83,61.62,18.2,0.0,-0.0,23.1,23.1,52.4136250019,-267
1,-80,9,1023.1,26.39,19.85,65.38,19.4,0.0,-0.0,23.1,23.1,53.3193628788,-267
1,-80,9,1023.2,26.44,19.87,67.22,19.9,0.0,-0.0,23.1,23.1,54.2190349102,-270
1,-82,9,1023.1,26.54,19.89,71.91,21.1,0.0,-0.0,23.1,23.1,55.1157140732,-267
1,-82,9,1023.1,26.62,19.91,71.63,21.1,0.0,-0.0,23.1,23.1,56.0101559162,-267
1,-82,9,1023.1,26.53,19.92,64.74,19.3,0.0,-0.0,23.1,23.1,56.9139790535,-267
1,-82,9,1023.1,26.47,20.02,63.2,18.9,0.0,-0.0,23.1,23.1,57.8193309307,-267
1,-80,9,1023.1,26.44,20.04,62.82,18.8,0.0,-0.0,23.1,23.1,58.7608969212,-267
1,-80,9,1023.1,26.43,20.06,64.39,19.2,0.0,-0.0,23.1,23.1,59.6645629406,-267
1,-82,9,1023.1,26.43,20.09,64.59,19.2,0.0,-0.0,23.1,23.1,60.5610129833,-267
1,-80,9,1023.1,26.35,20.11,59.33,17.8,0.0,-0.0,23.1,23.1,61.4609148502,-267
1,-82,9,1023.1,26.26,20.13,55.55,16.7,0.0,-0.0,23.1,23.1,62.3614618778,-267
1,-84,8,1023.1,26.2,20.15,53.7,16.1,0.0,-0.0,23.1,23.1,63.2579469681,-267
1,-84,9,1023.1,26.15,20.17,52.75,15.7,0.0,-0.0,23.1,23.1,64.1603980064,-267
1,-84,8,1023.1,26.09,20.19,51.75,15.4,0.0,-0.0,23.1,23.1,65.0580079556,-267
1,-84,9,1023.1,26.05,20.21,50.83,15.1,0.0,-0.0,23.1,23.1,65.9665808678,-267
1,-84,9,1023.1,26.0,20.24,49.81,14.7,0.0,-0.0,23.1,23.1,66.8702149391,-267
1,-84,9,1023.1,25.96,20.25,48.94,14.4,0.0,-0.0,23.1,23.1,67.7810149193,-267
1,-82,9,1023.1,26.04,20.29,54.42,16.1,0.0,-0.0,23.1,23.1,68.6828529835,-267
1,-80,9,1023.1,26.11,20.31,50.93,15.2,0.0,-0.0,23.1,23.1,69.5855739117,-267
1,-82,9,1023.1,26.12,20.32,54.94,16.4,0.0,-0.0,23.1,23.1,70.4828670025,-267
1,-82,9,1023.1,26.09,20.33,53.37,15.9,0.0,-0.0,23.1,23.1,71.4260458946,-267
1,-82,9,1023.1,26.05,20.35,53.0,15.7,0.0,-0.0,23.1,23.1,72.3285138607,-267
1,-80,9,1023.1,26.0,20.37,51.58,15.3,0.0,-0.0,23.1,23.1,73.2273230553,-267
1,-82,9,1023.1,25.96,20.38,50.26,14.8,0.0,-0.0,23.1,23.1,74.142457962,-267
1,-82,9,1023.1,25.92,20.4,49.46,14.5,0.0,-0.0,23.1,23.1,75.0439019203,-267
1,-84,9,1023.2,25.89,20.42,48.87,14.3,0.0,-0.0,23.1,23.1,75.9377880096,-270
1,-82,9,1023.1,25.88,20.44,49.24,14.4,0.0,-0.0,23.1,23.1,76.8374040127,-267
1,-80,9,1023.1,25.86,20.46,49.04,14.3,0.0,-0.0,23.1,23.1,77.7355389595,-267
1,-82,9,1023.1,25.84,20.48,48.02,14.0,0.0,-0.0,23.1,23.1,78.6328780651,-267
1,-82,9,1023.1,25.81,20.49,47.92,13.9,0.0,-0.0,23.1,23.1,79.5276479721,-267
1,-80,9,1023.1,25.78,20.5,47.92,13.9,0.0,-0.0,23.1,23.1,80.4330499172,-267
1,-82,9,1023.1,25.77,20.51,47.79,13.9,0.0,-0.0,23.1,23.1,81.3389010429,-267
1,-82,9,1023.1,25.73,20.52,46.92,13.5,0.0,-0.0,23.1,23.1,82.241672039,-267
1,-82,9,1023.1,25.73,20.53,46.73,13.5,0.0,-0.0,23.1,23.1,83.152078867,-267
1,-82,9,1023.1,25.71,20.54,46.43,13.4,0.0,-0.0,23.1,23.1,84.049834013,-267
1,-79,9,1023.1,25.77,20.57,47.57,13.8,0.0,-0.0,23.1,23.1,84.9855799675,-267
1,-80,9,1023.1,25.81,20.59,48.76,14.2,0.0,-0.0,23.1,23.1,85.890709877,-267
1,-82,9,1023.1,25.82,20.62,49.93,14.6,0.0,-0.0,23.1,23.1,86.7868130207,-267
1,-80,8,1023.1,25.89,20.65,50.68,14.9,0.0,-0.0,23.1,23.1,87.6798920631,-267
1,-82,9,1023.1,25.93,20.67,51.92,15.3,0.0,-0.0,23.1,23.1,88.5728549957,-267
1,-80,9,1023.1,25.96,20.69,52.38,15.5,0.0,-0.0,23.1,23.1,89.4781830311,-267
1,-80,9,1023.0,26.0,20.69,52.9,15.6,0.0,-0.0,23.1,23.1,90.4117548466,-265
1,-80,9,1023.1,26.01,20.71,52.03,15.4,0.0,-0.0,23.1,23.1,91.3173680305,-267
1,-82,9,1023.1,26.0,20.72,50.88,15.0,0.0,-0.0,23.1,23.1,92.2165269852,-267
1,-80,9,1023.1,26.01,20.73,50.61,15.0,0.0,-0.0,23.1,23.1,93.1131150723,-267
1,-82,9,1023.1,26.03,20.74,50.58,15.0,0.0,-0.0,23.1,23.1,94.016931057,-267
1,-82,1,1023.0,26.05,20.75,50.56,15.0,0.0,-0.0,23.1,23.1,94.909512043,-265
1,-80,8,1023.1,26.08,20.76,52.45,15.6,0.0,-0.0,23.1,23.1,95.8090100288,-267
1,-80,9,1023.0,26.11,20.79,59.91,17.7,0.0,-0.0,23.1,23.1,96.713299036,-265
1,-80,9,1023.0,26.36,20.79,68.53,20.1,0.0,-0.0,23.1,23.1,97.6184520721,-265
1,-79,9,1023.1,26.54,20.8,7.79,-10.8,0.0,-0.0,23.1,23.1,98.5535719395,-267
1,-80,9,1023.1,26.8,20.81,31.65,8.6,0.0,-0.0,23.1,23.1,99.459941864,-267
1,-86,9,1023.1,27.01,20.82,0.0,8.6,0.0,-0.0,23.1,23.1,100.361065865,-267
1,-80,9,1023.1,27.03,20.83,67.44,20.5,0.0,-0.0,23.1,23.1,101.253813982,-267
1,-80,9,1023.1,26.9,20.85,59.58,18.4,0.0,-0.0,23.1,23.1,102.157847881,-267
1,-80,9,1023.0,26.78,20.87,55.15,17.0,0.0,-0.0,23.1,23.1,103.05489397,-265
1,-82,9,1023.1,26.69,20.89,52.38,16.1,0.0,-0.0,23.1,23.1,103.949303865,-267
1,-82,9,1023.1,26.62,20.91,50.56,15.5,0.0,-0.0,23.1,23.1,104.854862928,-267
1,-82,9,1023.1,26.55,20.92,48.44,14.8,0.0,-0.0,23.1,23.1,105.764221907,-267
1,-84,9,1023.1,26.46,20.94,46.65,14.1,0.0,-0.0,23.1,23.1,106.70729804,-267
1,-82,9,1023.1,26.39,20.95,45.46,13.7,0.0,-0.0,23.1,23.1,107.596740961,-267
1,-80,9,1023.1,26.32,20.96,44.47,13.3,0.0,-0.0,23.1,23.1,108.481225014,-267
1,-82,9,1023.0,26.23,20.98,43.65,12.9,0.0,-0.0,23.1,23.1,109.417907953,-265
1,-80,9,1023.1,26.19,20.99,43.48,12.8,0.0,-0.0,23.1,23.1,110.297909975,-267
1,-80,9,1023.1,26.14,21.0,42.91,12.5,0.0,-0.0,23.1,23.1,111.229186058,-267
1,-80,9,1023.0,26.09,21.01,42.82,12.5,0.0,-0.0,23.1,23.1,112.099487066,-265
1,-80,9,1023.1,26.05,21.02,42.37,12.3,0.0,-0.0,23.1,23.1,113.018660069,-267
1,-80,9,1023.1,26.01,21.03,42.32,12.2,0.0,-0.0,23.1,23.1,113.917510033,-267
1,-80,9,1023.1,25.99,21.04,41.95,12.1,0.0,-0.0,23.1,23.1,114.811065912,-267
