PASS,-85,8,39,243,8,194,7,190,20,225,3,17,60,232,0,3,245,15,0,245,21,0
PASS,-85,9,39,243,8,193,7,191,20,195,3,17,60,209,0,3,245,32,0,245,11,0
PASS,-85,9,39,243,8,193,7,192,20,202,3,17,60,207,0,3,245,41,0,245,11,0
PASS,-85,9,39,243,8,192,7,192,21,6,3,17,60,236,0,3,245,9,0,245,1PASS,-84,9,39,243,8,190,7,193,21,24,3,17,60,249,0,3,244,253,0,244,10,0
