PASS,-82,9,39,230,8,141,7,176,21,171,0,0,0,0,0,0,0,0,0,246,231,0
PASS,-84,9,39,230,8,139,7,177,21,173,0,0,0,0,0,0,0,0,0,249,231,0
PASS,-82,9,39,230,8,139,7,178,21,173,0,0,0,0,0,0,0,0,0,248,231,0
PASS,-82,8,39,230,8,136,7,178,21,179,0,0,0,0,0,0,0,0,1,84,231,0
PASS,-84,11,39,230,8,135,7,180,21,189,0,0,0,0,0,0,0,0,0,24,231,0
PASS,-84,8,39,230,8,132,7,181,21,202,0,0,0,0,0,0,0,0,1,97,231,0
PASS,-84,9,39,230,8,133,7,182,21,209,0,0,0,0,0,0,0,0,0,26,231,0
PASS,-84,9,39,230,8,131,7,184,21,214,0,0,0,0,0,0,0,0,0,16,231,0
PASS,-84,9,39,230,8,131,7,184,21,209,0,0,0,0,0,0,0,0,0,33,231,0
PASS,-84,9,39,230,8,129,7,186,21,211,0,0,0,0,0,0,0,0,0,34,231,0
PASS,-84,8,39,230,8,129,7,187,21,219,0,0,0,0,0,0,0,0,0,27,231,0
PASS,-84,9,39,230,8,126,7,188,21,214,0,0,0,0,0,0,0,0,0,40,231,0
PASS,-84,8,39,230,8,126,7,189,21,221,0,0,0,0,0,0,0,0,0,36,231,0
PASS,-84,9,39,231,8,126,7,190,21,216,0,0,0,0,0,0,0,0,0,46,231,0
PASS,-85,8,39,230,8,125,7,191,21,234,0,0,0,0,0,0,0,0,0,8,231,0
PASS,-85,9,39,230,8,125,7,192,21,221,0,0,0,0,0,0,0,0,0,25,231,0
PASS,-84,11,39,230,8,122,7,194,21,229,0,0,0,0,0,0,0,0,1,96,231,0
PASS,-84,9,39,230,8,121,7,194,21,227,0,0,0,0,0,0,0,0,0,7,231,0
PASS,-85,8,39,230,8,120,7,195,21,234,0,0,0,0,0,0,0,0,1,56,231,0
PASS,-84,9,39,230,8,118,7,196,21,236,0,0,0,0,0,0,0,0,1,77,231,0
PASS,-84,9,39,230,8,116,7,197,21,244,0,0,0,0,0,0,0,0,1,27,231,0
PASS,-82,9,39,230,8,117,7,198,21,244,0,0,0,0,0,0,0,0,1,25,231,0
PASS,-84,9,39,230,8,117,7,199,21,252,0,0,0,0,0,0,0,0,1,2,231,0
PASS,-84,9,39,230,8,117,7,200,21,254,0,0,0,0,0,0,0,0,0,230,231,0
PASS,-84,9,39,230,8,117,7,200,22,3,0,0,0,0,0,0,0,0,0,236,231,0
PASS,-84,9,39,230,8,120,7,209,22,0,0,0,0,0,0,0,0,0,0,203,231,0
PASS,-82,8,39,230,8,120,7,210,22,8,0,0,0,0,0,0,0,0,0,211,231,0
PASS,-84,8,39,230,8,120,7,211,22,10,0,0,0,0,0,0,0,0,0,168,231,0
PASS,-82,9,39,230,8,120,7,212,22,10,0,0,0,0,0,0,0,0,0,194,231,0
PASS,-82,9,39,230,8,121,7,213,22,21,0,0,0,0,0,0,0,0,0,148,231,0
PASS,-84,9,39,230,8,120,7,213,22,25,0,0,0,0,0,0,0,0,0,173,231,0
PASS,-86,9,39,230,8,121,7,214,22,30,0,0,0,0,0,0,0,0,0,128,231,0
PASS,-84,9,39,230,8,120,7,215,22,28,0,0,0,0,0,0,0,0,0,110,231,0
PASS,-85,9,39,230,8,120,7,216,22,21,0,0,0,0,0,0,0,0,0,99,231,0
PASS,-84,8,39,230,8,120,7,217,22,21,0,0,0,0,0,0,0,0,0,83,231,0
PASS,-84,7,39,230,8,120,7,218,22,28,0,0,0,0,0,0,0,0,0,122,231,0
PASS,-84,9,39,230,8,121,7,218,22,30,0,0,0,0,0,0,0,0,0,47,231,0
PASS,-82,8,39,230,8,122,7,219,22,40,0,0,0,0,0,0,0,0,0,100,231,0
PASS,-84,8,39,230,8,124,7,220,22,35,0,0,0,0,0,0,0,0,0,24,231,0
PASS,-84,9,39,230,8,126,7,221,22,38,0,0,0,0,0,0,0,0,0,79,231,0
PASS,-85,9,39,230,8,125,7,221,22,25,0,0,0,0,0,0,0,0,0,84,231,0
PASS,-82,9,39,230,8,128,7,222,22,40,0,0,0,0,0,0,0,0,0,87,231,0
PASS,-84,8,39,230,8,129,7,222,22,33,0,0,0,0,0,0,0,0,0,232,231,0
PASS,-85,8,39,230,8,129,7,223,22,38,0,0,0,0,0,0,0,0,1,100,231,0
PASS,-85,7,39,230,8,131,7,224,22,38,0,0,0,0,0,0,0,0,0,78,231,0
PASS,-84,8,39,230,8,131,7,225,22,23,0,0,0,0,0,0,0,0,0,24,231,0
PASS,-84,8,39,230,8,132,7,226,22,23,0,0,0,0,0,0,0,0,0,78,231,0
PASS,-84,9,39,230,8,133,7,227,22,21,0,0,0,0,0,0,0,0,0,42,231,0
PASS,-84,9,39,230,8,136,7,227,22,21,0,0,0,0,0,0,0,0,0,91,231,0
PASS,-84,9,39,230,8,136,7,228,22,18,0,0,0,0,0,0,0,0,0,59,231,0
PASS,-84,9,39,230,8,139,7,228,22,10,0,0,0,0,0,0,0,0,0,116,231,0
PASS,-82,9,39,230,8,139,7,229,22,3,0,0,0,0,0,0,0,0,0,56,231,0
PASS,-85,9,39,230,8,141,7,230,22,3,0,0,0,0,0,0,0,0,0,134,231,0
PASS,-84,9,39,230,8,141,7,231,21,254,0,0,0,0,0,0,0,0,0,94,231,0
