PASS,-84,9,39,175,11,14,6,197,21,229,0,0,0,0,0,0,0,0,5,111,231,0
PASS,-85,9,39,175,11,14,6,198,21,148,0,0,0,0,0,0,0,0,5,165,231,0
PASS,-86,9,39,175,11,14,6,198,21,59,0,0,0,0,0,0,0,0,5,198,231,0PASS,-82,9,39,176,11,23,7,13,20,70,0,0,0,0,0,0,0,0,6,64,231,0
PASS,-84,9,39,176,11,23,7,16,20,60,0,0,0,0,0,0,0,0,6,60,231,0
PASS,-84,8,39,175,11,25,7,19,20,33,0,0,0,0,0,0,0,0,6,60,231,0
PASS,-84,9,39,175,11,23,7,21,19,239,0,0,0,0,0,0,0,0,6,52,231,0
PASS,-84,9,39,175,11,23,7,24,19,197,0,0,0,0,0,0,0,0,6,40,231,0
PASS,-80,9,39,175,11,22,7,26,19,157,0,0,0,0,0,0,0,0,6,67,231,0
PASS,-82,9,39,175,11,19,7,28,19,129,0,0,0,0,0,0,0,0,6,63,231,0
PASS,-84,9,39,175,11,19,7,31,19,117,0,0,0,0,0,0,0,0,6,57,231,0
PASS,-84,8,39,175,11,18,7,33,19,99,0,0,0,0,0,0,0,0,6,51,231,0
PASS,-82,9,39,175,11,17,7,36,19,84,0,0,0,0,0,0,0,0,6,55,231,0
PASS,-82,9,39,175,11,14,7,39,19,82,0,0,0,0,0,0,0,0,6,73,231,0
PASS,-82,8,39,175,11,14,7,40,19,84,0,0,0,0,0,0,0,0,5,0,231,0
PASS,-82,9,39,175,11,14,7,43,19,109,0,0,0,0,0,0,0,0,4,149,231,0
PASS,-80,9,39,175,11,10,7,45,19,102,0,0,0,0,0,0,0,0,4,161,231,0
PASS,-82,9,39,175,11,10,7,47,19,82,0,0,0,0,0,0,0,0,4,177,231,0
PASS,-82,9,39,175,11,10,7,50,19,57,0,0,0,0,0,0,0,0,3,182,231,0
PASS,-80,9,39,175,11,10,7,52,19,70,0,0,0,0,0,0,0,0,4,100,231,0
PASS,-79,9,39,175,11,10,7,55,19,62,0,0,0,0,0,0,0,0,3,233,231,0
PASS,-82,9,39,175,11,10,7,56,19,60,0,0,0,0,0,0,0,0,3,242,231,0
PASS,-80,9,39,175,11,10,7,59,19,137,0,0,0,0,0,0,0,0,3,169,231,0
PASS,-80,9,39,175,11,14,7,61,20,132,0,0,0,0,0,0,0,0,4,51,231,0
PASS,-79,8,39,174,11,17,7,63,21,91,0,0,0,0,0,0,0,0,4,26,231,0
PASS,-82,9,39,175,11,18,7,65,21,151,0,0,0,0,0,0,0,0,3,249,231,0
PASS,-84,9,39,175,11,19,7,67,21,219,0,0,0,0,0,0,0,0,3,233,231,0
PASS,-80,9,39,175,11,19,7,70,21,252,0,0,0,0,0,0,0,0,4,8,231,0
PASS,-79,9,39,175,11,21,7,72,22,8,0,0,0,0,0,0,0,0,4,35,231,0
PASS,-82,8,39,175,11,22,7,73,21,236,0,0,0,0,0,0,0,0,4,19,231,0
PASS,-80,9,39,175,11,25,7,75,21,219,0,0,0,0,0,0,0,0,3,91,231,0
PASS,-82,9,39,175,11,25,7,77,21,198,0,0,0,0,0,0,0,0,5,172,231,0
PASS,-79,10,39,175,11,26,7,79,22,43,0,0,0,0,0,0,0,0,6,251,231,0
PASS,-82,9,39,175,11,26,7,81,22,46,0,0,0,0,0,0,0,0,6,58,231,0
PASS,-82,9,39,175,11,28,7,83,21,126,0,0,0,0,0,0,0,0,6,55,231,0
PASS,-84,4,39,175,11,25,7,86,21,4,0,0,0,0,0,0,0,0,6,89,231,0
PASS,-82,9,39,175,11,23,7,87,20,147,0,0,0,0,0,0,0,0,8,5,231,0
PASS,-80,9,39,175,11,25,7,89,20,90,0,0,0,0,0,0,0,0,6,192,231,0
PASS,-82,9,39,175,11,25,7,91,20,8,0,0,0,0,0,0,0,0,4,39,231,0
PASS,-79,4,39,175,11,25,7,91,20,8,0,0,0,0,0,0,0,0,4,39,231,0
PASS,-80,9,39,175,11,25,7,96,19,209,0,0,0,0,0,0,0,0,3,118,231,0
PASS,-80,9,39,175,11,25,7,98,19,181,0,0,0,0,0,0,0,0,3,117,231,0
